DOI,Year,Keywords
10.1007/s00442-020-04615-x,2020,DNA metabarcoding; Elevational diversity; Negative density dependence; Productivity hypothesis; Species energy theory; Temperature-speciation hypothesis
10.3390/microorganisms8121857,2020,16S rRNA amplicon sequencing; environmental microbiome; irradiation; metabarcoding; nuclear reactor; proteotyping
10.1128/JB.00925-10,2011,N/A
10.1186/s40168-020-0784-5,2020,16S rRNA metabarcoding; Biodiversity; Cutaneous mucus; Fish; Inland water system; Microbiome
10.7717/peerj.14616,2023,COI; COInr; Conservation biology; Marine taxa; Metabarcoding; Reference databases; Taxonomic assignment; mkCOInr
10.1111/mec.15592,2021,DNA metabarcoding; biodiversity; marine monitoring; technical biases
10.1002/ece3.10089,2023,Coccothraustes coccothraustes; Hawfinch; diet; metabarcoding; omnivory
10.1016/j.heliyon.2020.e04190,2020,16S rRNA; Aquatic biology; DNA Barcoding; Environmental pollution; Environmental toxicology; Guppy; Gut microbiota; Metabarcoding; Microorganism; Next generation sequencing; Pollution; Water pollution
10.3389/fendo.2019.00009,2019,energy; feeding; fish; microbiota; regulation
10.1371/journal.pone.0031335,2012,N/A
10.1128/JCM.02600-05,2006,N/A
10.3390/genes14051019,2023,Himantormia; Placopsis; Ramalina; deglaciation time; lichen-associated eukaryotes
10.1073/pnas.1525116113,2016,N/A
10.3389/fmicb.2018.03344,2018,Anthropocene; ML635J-21; Melainabacteria; Sericytochromatia; distance-decay relationship; meta-community; metabarcoding; sedimentary DNA
10.1002/ece3.11442,2024,Myrtaceae; Nothofagaceae; facilitation; home soil advantage; mycorrhizal fungi; restoration; symbiosis
10.1186/s12862-016-0698-9,2016,Arbuscular mycorrhizal fungi; Community ecology; Evolution; Geographic origin; Local adaptation; Soil micro-organisms; Symbiosis
10.1371/journal.pone.0004010,2008,N/A
10.1371/journal.pone.0103810,2014,N/A
10.3390/microorganisms8070973,2020,"metabarcoding, bridgehead effect, biological invasions, remote sensing"
10.3767/003158514X685680,2014,ITS DNA barcodes; LSU; novel fungal species; systematics
10.3767/003158512X652624,2012,Chaetosphaeriaceae; Dinemasporium; ITS; LSU; Sordariomycetes; systematics
10.3114/sim.55.1.235,2006,N/A
10.1128/jb.172.8.4238-4246.1990,1990,N/A
10.3390/microorganisms8030405,2020,Theobroma cacao; agroforestry management systems; core microbiome; endophytes; functional predictions; metabarcoding; microbial diversity
10.1186/s40168-016-0174-1,2016,Bacteria; Microbiome; Phyllosphere; Plant-bacteria interaction; Temperate forest
10.1073/pnas.0905240106,2009,N/A
10.1073/pnas.0906925106,2009,N/A
10.1038/s41598-024-62245-2,2024,N/A
10.1371/journal.pbio.2005849,2018,N/A
10.1128/AEM.70.6.3528-3534.2004,2004,N/A
10.1038/s41597-023-02825-5,2024,N/A
10.3389/fmicb.2016.00517,2016,16S rRNA; Baltic Sea; Skeletonema marinoi; bacterioplankton; marine bacteria; phytoplankton; spatio-temporal; spring bloom
10.1186/s13059-015-0834-7,2015,N/A
10.1098/rstb.2006.1920,2006,N/A
10.1098/rstb.2006.1933,2006,N/A
10.1371/journal.pone.0196589,2018,N/A
10.1371/journal.pone.0286272,2023,N/A
10.1007/s00427-020-00652-x,2020,Community assembly; Gut content analysis; Metabarcoding; Portable sequencing; Third generation sequencing
10.1111/mec.14839,2019,feeding network; global warming; molecular gut-content analysis; mountain ecology; primary succession; trophic interactions
10.1371/journal.pone.0115501,2014,N/A
10.1111/j.2041-210X.2012.00215.x,2012,PCR optimisation; diagnostic PCR; primer sensitivity; standardise DNA templates; trophic interactions
10.1002/jcla.2058,2002,N/A
10.1038/s41467-019-09031-1,2019,N/A
10.1073/pnas.1516684112,2015,arid; bacteria; climate change; fungi; semiarid
10.1098/rstb.2014.0130,2015,DNA metabarcoding; carbon turnover; light pollution; next-generation sequencing; primary production
10.1038/nature09186,2010,N/A
10.1098/rsos.240132,2024,DNA barcoding; carnivore; diet analysis; felids
10.1093/aobpla/plx015,2017,Deer diet; North America; exotic plants; fecal DNA; forest; metagenomics; oaks; white-tailed deer
10.1111/jeu.12700,2019,Biovolume; Oslofjorden; high-throughput sequencing; richness
10.1371/journal.pone.0250401,2021,N/A
10.1016/j.jare.2014.10.009,2015,Chryseobacterium; Coldwater disease; Fish disease; Flavobacteriosis; Flavobacterium
10.1128/AEM.70.4.2052-2060.2004,2004,N/A
10.1098/rstb.2015.0336,2016,barcoding; diversity; fungi; internal transcribed spacer; metabarcoding; taxonomy
10.1098/rstb.2006.1923,2006,N/A
10.1016/j.ympev.2006.02.021,2006,N/A
10.3389/fmicb.2022.1007935,2022,Basidiomycota; ITS rDNA; community assembly; forest ecology; habitat partitioning
10.1111/1755-0998.13277,2021,European pond turtle; de novo assembly diet analysis; faecal analysis; long metabarcoding
10.1111/mec.16539,2022,DNA metabarcoding; Western English Channel; annual succession; marine protists; temporal variability; time-series data
10.1038/s41467-022-28778-8,2022,N/A
10.1128/AEM.01363-17,2017,hot spring; metabarcoding; microbial diversity; microbial ecology
10.1371/journal.pone.0219070,2019,N/A
10.1016/j.mimet.2013.08.007,2013,16S rRNA Gene; 454 Pyrosequencing; Chloroplast; Insect; Symbiosis
10.1128/AEM.05609-11,2011,N/A
10.1128/AEM.01721-08,2009,N/A
10.1186/s42523-021-00147-8,2021,Amphibian; Amplicon sequencing; Bacteria; Brunei; Environmental transmission; Metabarcoding; Microbiome; Polypedates; Vertical transmission
10.7554/eLife.52787,2020,COI; biodiversity; ecology; land use; metabarcoding; rarity; soil invertebrates
10.1002/ece3.10461,2023,biotic interactions; competition; resource use; species coexistence; spiny lizards
10.1073/pnas.0501104102,2005,N/A
10.1371/journal.pone.0286144,2023,N/A
10.1111/mec.14842,2019,Alpine mammal; C3 photosynthetic pathway; Himalaya; climate change; diet; herbivore; metabarcoding
10.3390/biology11020182,2022,NGS; Pygoscelis adeliae; Ross Sea; diet analysis; metabarcoding
10.1038/s41598-021-91057-x,2021,N/A
10.1073/pnas.1411512111,2014,DDT; glyphosate; lake sediment; pesticides; soil erosion
10.7717/peerj.4925,2018,Amplicon toolkit; Biodiversity; Environmental sequencing; Fungi; High-throughput amplicon sequencing; Metabarcoding; Mycobiome; Synthetic spike-in control; rRNA internal transcribed spacer
10.3390/genes8100273,2017,Larix; MIS 5 to 1; metabarcoding; palaeoenvironment; permafrost deposits; radiocarbon ages; sedaDNA; single-nucleotide polymorphism (SNP); treeline; trnL
10.1128/spectrum.04086-22,2023,marine Synechococcus; marine picocyanobacteria; metabarcoding; nested PCR; petB
10.1002/ece3.7265,2021,DNA‐metabarcoding; biomarker; energy metabolism; metabolomics; nutritional ecology; starvation; ungulate
10.7717/peerj.11075,2021,Historical contamination; Lyophilization; Marine sediment; Metabarcoding; Prokaryotic diversity; Vertical distribution
10.1128/aem.65.11.4715-4724.1999,1999,N/A
10.1111/j.1476-5381.1981.tb10993.x,1981,N/A
10.7717/peerj.12835,2022,16S rRNA; Biogeography; Marine microbial diversity; Neutral modelling
10.7717/peerj.4781,2018,16S rRNA; Benham Rise; Community structure; Diversity; Marine microbes
10.1128/AEM.68.4.1585-1594.2002,2002,N/A
10.1002/ece3.11360,2024,DNA metabarcoding; conservative species; oak woodland; soil microbial communities
10.1016/j.tree.2010.05.004,2010,N/A
10.1093/aob/mcf129,2002,N/A
10.3389/fmicb.2023.1312419,2023,16S rRNA gene; Pacific Arctic; association network; bacteria; metabarcoding; sediment
10.3389/fmicb.2018.01035,2018,Illumina tag sequencing; bacterial diversity; deep-sea sediment; microbial ecology; microbial eukaryotes; sea-ice algae; sea-ice decline
10.1038/ismej.2015.175,2016,N/A
10.1038/s41598-019-40315-0,2019,N/A
10.1073/pnas.1601070113,2016,ammonia assimilation; dissimilatory nitrite reduction; metagenomics; nitrification; nitrogen fixation
10.7717/peerj.17420,2024,Arthropods taxonomy; Barcode Index Numbers (BINs); Barcode of Life Data System (BOLD); Biodiversity assessment
10.1038/s41598-018-29364-z,2018,N/A
10.1073/pnas.1905666116,2019,16S rRNA; DNA metabarcoding; megaherbivores; phylosymbiosis
10.1128/AEM.03006-05,2006,N/A
10.1186/s13071-019-3761-8,2019,16S rRNA; Attalea palms; Metabarcoding; Microbiome; Panama; Triatominae; Triatomine; Trypanosoma; Vector-borne disease; Wolbachia
10.1186/s13071-016-1767-z,2016,Lutzomyia intermedia; Metagenomics; Native microbiota
10.1186/s13071-015-1227-1,2015,N/A
10.7717/peerj.3176,2017,Amplicon; Frugivory; Fruit bat; Metabarcoding; Nectarivory; Phytophagous; Pteropodid; rbcL
10.1002/ece3.6893,2020,DNA metabarcoding; food availability; foraging ecology; high‐throughput sequencing; lepidoptera
10.1038/s41598-018-21321-0,2018,N/A
10.1371/journal.pone.0041195,2012,N/A
10.1098/rsif.2010.0533,2011,N/A
10.1371/journal.pone.0236077,2020,N/A
10.1371/journal.pone.0073935,2013,N/A
10.1038/s41598-022-09285-8,2022,N/A
10.1098/rstb.2015.0330,2016,DNA barcoding; biodiversity; environment; genomics; phylogenetics; taxonomy
10.1038/s41598-020-58703-2,2020,N/A
10.3390/jof7030213,2021,Antarctica; black fungi; cryptoendolithic communities; extremophiles; metabarcoding
10.1111/1758-2229.12788,2019,N/A
10.1128/AEM.02257-10,2011,N/A
10.1093/femsec/fiw064,2016,Mastigias; Tripedalia; anchialine; bacterioplankton; pyrosequencing
10.1371/journal.pone.0244489,2020,N/A
10.1371/journal.pone.0105592,2014,N/A
10.1007/s11356-022-22752-z,2022,Amplicon sequence variant; DNA; EPA-ng; Gulf of Trieste; High-throughput sequencing; Metabarcoding; Pollution
10.1128/JB.00101-08,2008,N/A
10.3390/toxins12090580,2020,cyanobacteria; earthquakes; harmful algal blooms; microcystin; sediment; sediment cores
10.3389/fpls.2017.01550,2017,Phragmites australis; common reed; freshwater ecosystem; metabarcoding; microbial ecology; rhizosphere; wetlands
10.1073/pnas.022447299,2002,N/A
10.1007/s00248-024-02396-x,2024,Diatom community; Heterokontophyta; Illumina MiSeq; Microalgal; Microscopy; Taxonomy
10.3390/microorganisms9071454,2021,amplicon sequencing; bacteria; decomposition; metabarcoding; nematode diversity; temperate forest; trophic interactions
10.1128/mSphere.00856-20,2021,amplicon sequencing; bipartite networks; deadwood; decomposition; microbes; modularity; specialization
10.1038/ncomms6273,2014,N/A
10.1073/pnas.0511318103,2006,N/A
10.1002/ece3.8535,2022,COI gene; Malaise trap; community structure; high‐throughput sequencing; two‐winged flies
10.1098/rspb.2017.2159,2018,Euplotes; ecology; eukaryotic microbes; integrative taxonomy; species delimitation
10.1371/journal.pone.0229390,2020,N/A
10.1002/ece3.10469,2023,dietary; grasses; herbivore; marsupial; seasonal; temporal
10.1002/eap.1914,2019,DNA barcoding; Moorea BioCode; alien invasive species; biomonitoring; biosecurity; community barcoding; metabarcoding
10.1111/1755-0998.13717,2023,Community Ecology; Metabarcoding; Metagenomics; phytoplankton
10.1016/j.tree.2011.11.010,2012,N/A
10.1002/ece3.10192,2023,Ovibos moschatus; alpha diversity; beta diversity; diet; gut microbiome; metabarcoding; muskox
10.1002/ece3.3977,2018,Teleogryllus oceanicus; community membership; community structure; diet; gut microbial diversity; predictive metagenomes
10.3389/fmicb.2017.00801,2017,Enterobacteriaceae; alimentary tract; carbohydrate metabolism; katydid; lactic acid bacteria; metagenomic prediction; phenol; symbiosis
10.1038/ismej.2016.117,2017,N/A
10.1111/1462-2920.12345,2014,N/A
10.1128/JB.00341-12,2012,N/A
10.1093/femsec/fiab022,2021,Betula pubescens; boreal birch forest; co-occurrences patterns; metabarcoding; microbial communities; microbial interactions
10.1038/s42003-018-0129-0,2018,N/A
10.1093/femsec/fiad051,2023,DNA metabarcoding; Scots Pine (Pinus Sylvestris L); mesocosm experiment; seasonality; soil microbiome; water limitation
10.1128/AEM.01325-12,2012,N/A
10.1371/journal.pone.0183716,2017,N/A
10.1098/rsbl.2009.0986,2010,N/A
10.1016/j.jinsphys.2008.07.016,2008,N/A
10.1038/ismej.2014.213,2015,N/A
10.1038/ncomms1095,2010,N/A
10.1186/s13071-020-04306-9,2020,Diplostomidae; Host-parasite interaction; Humic substances; Metabarcoding; Perca fluviatilis; RNA-seq
10.1038/hdy.2014.85,2015,N/A
10.3389/fmicb.2018.02043,2018,Pocillopora damicornis; Scleractinia; blocking primer; holobiont; metabarcoding; protists; symbiosis
10.1093/nar/28.23.4698,2000,N/A
10.7717/peerj.4174,2018,Aging; Bats; Comparative Biology; Metabolism; Microbiome; Myotis myotis; Proteobacteria
10.1038/sj.embor.7400731,2006,N/A
10.1016/j.immuni.2005.06.010,2005,N/A
10.1038/nature02015,2003,N/A
10.1007/s00248-021-01915-4,2022,DNA metabarcoding; Mixotrophy; Phylogenetic placement; Predator–prey interactions; Winter ecology
10.1073/pnas.1100701108,2011,N/A
10.3390/ani13030511,2023,Apis mellifera; Vespa velutina; apiculture; diet metabarcoding; invasive species
10.1038/s42003-018-0092-9,2018,N/A
10.1007/s13355-016-0470-z,2017,Asian hornet; Control; Detection; Honeybee; Inferred dynamics; Invasion; Pest
10.1042/bj2140751,1983,N/A
10.1371/journal.pone.0166669,2016,N/A
10.1128/aem.66.8.3468-3473.2000,2000,N/A
10.1038/s41598-020-67221-0,2020,N/A
10.1038/s41598-020-70013-1,2020,N/A
10.1128/AEM.02585-09,2010,N/A
10.7717/peerj.13095,2022,16S; Amplicon; DNA metabarcoding; Damaraland mole-rat; Fecal samples; Freeze-drying; Fukomys damarensis; Microbiome
10.1093/aob/mcad050,2023,AM fungi; Above-ground; DNA metabarcoding; arbuscular mycorrhizal fungal diversity; below-ground; phylogenetic relatedness; plant communities; plant–soil interactions; species composition
10.1098/rspb.2017.2833,2018,dead wood; nestedness; plant pathogenic fungi; spore dispersal; symbiont fungi; weighted networks
10.1371/journal.pone.0257971,2021,N/A
10.1292/jvms.21-0516,2022,Grus japonensis; Japan; cytochrome c oxidase subunit I; high throughput sequencing; scatology
10.1038/s41598-021-03303-x,2021,N/A
10.3389/fmicb.2017.01099,2017,18S V4 region; Arctic; microbial eukaryotes; pyrosequencing; under-ice spring bloom
10.3390/microorganisms9040706,2021,Chaetosphaeriales; GlobalFungi; conidiogenesis; geographic distribution; life cycle; molecular systematics; new typification; taxonomic novelties
10.1038/srep31066,2016,N/A
10.1371/journal.pone.0007802,2009,N/A
10.1098/rspb.2003.2630,2004,N/A
10.1098/rspb.2000.1418,2001,N/A
10.3389/fmicb.2021.628746,2021,International Tundra Experiment; climate change; fungal ecology; metabarcoding; tundra
10.1073/pnas.0503198103,2006,N/A
10.3390/pathogens12020186,2023,attraction sites; chronic wasting disease; disease transmission; domestic sheep (Ovis aries); gastrointestinal nematodes; prion; reindeer (Rangifer tarandus); spillover
10.1093/nar/21.10.2525,1993,N/A
10.3390/ani13040727,2023,DNA metabarcoding; dietary composition characteristics; dietary differences; mountainous karst areas; wild boars
10.1093/ismeco/ycae071,2024,16S rRNA gene; amplicon sequence variants; marine sediments
10.3389/fmicb.2023.1135800,2023,archaea; bacteria; biocrust; cyanobacteria (blue-green algae); dryland; fungi; soil geomorphic template; topsoil
10.1371/journal.pone.0189188,2018,N/A
10.1128/aem.64.10.3724-3730.1998,1998,N/A
10.1128/AEM.01397-06,2006,N/A
10.1371/journal.pone.0233921,2020,N/A
10.1002/ece3.11227,2024,DNA metabarcoding; density dependence; herbivore; population cycles; rodent
10.1002/ece3.2635,2017,climate; feeding experiment; habitat quality; population dynamics; rodents
10.3389/fmicb.2022.999925,2022,16S rRNA; 18S rRNA; DNA extraction; amplicon sequencing; autonomous sampling; sample preservation; seawater microbiome; time-series
10.1371/journal.pone.0060799,2013,N/A
10.1016/j.parepi.2023.e00332,2024,Cryptosporidium; Denmark; Metabarcoding; Molecular epidemiololgy; NGS; Rodentia; Zoonosis
10.1002/vms3.599,2021,arctic regions; epidemiology; ruminants; serology; zoonoses
10.1073/pnas.0907189107,2010,N/A
10.7717/peerj.14651,2023,Arbuscular mycorrhizal fungi (AMF); Argentinean Puna; Fungal metabarcoding; MaxEnt; Species distribution modeling (SDM)
10.1073/pnas.0907303106,2009,N/A
10.1002/ecy.3740,2022,Chelostoma florisomne; DNA metabarcoding; Europe; Hylaeus communis; Osmia bicornis; Osmia cornuta; cavity-nesting bees; plant-pollinator interactions; trap nest; urban ecology; urbanization
10.1111/mec.15797,2021,DNA metabarcoding; Genomic Observatories; biodiversity assessment; harmonized data generation; high-throughput sequencing
10.1038/s42003-020-0912-6,2020,N/A
10.1371/journal.pone.0222527,2019,N/A
10.3389/fmicb.2023.1154344,2023,Hymenoscyphus fraxineus; decomposition; fungal community dynamics; invasive species; metabarcoding
10.3389/fmicb.2022.892051,2022,PacBio sequencing; ash dieback; endophyte; light microscopy; mycobiome; qPCR
10.1038/s41598-019-48166-5,2019,N/A
10.1371/journal.pone.0247698,2021,N/A
10.1111/ele.13486,2020,Ophion; Xestia; DNA barcoding; MAPL; periodic occurrence; population dynamics
10.1073/pnas.0700050104,2007,N/A
10.1038/s41598-019-50339-1,2019,N/A
10.1111/mec.14514,2018,Quercus petraea/robur; ancient DNA; chloroplast DNA; degradation; oak; temperate trees
10.1111/j.1752-4571.2007.00013.x,2008,conifer; ecological genetics; forest; gene flow; genomics; population; selection; species distribution models
10.1016/j.foreco.2004.05.004,2004,N/A
10.1016/j.tplants.2003.09.010,2003,N/A
10.1098/rsos.191952,2020,assembly process; ectomycorrhiza; environmental gradient; fungal community; host preference; spatial structure
10.1038/nmeth.1184,2008,N/A
10.3390/toxins12050321,2020,CBA-N2a; Gambierdiscus; HP20 resin; HTS metabarcoding; LC-MS/MS; SPATT passive samplers; WS artificial substrate; ciguatera monitoring; ciguatoxins; qPCR
10.3390/toxins10040167,2018,SPATT technology; aquatic toxins; cyanobacteria; harmful algal blooms; microalgae; passive monitoring; risk assessment
10.1378/chest.06-1830,2007,N/A
10.1292/jvms.23-0042,2023,Enterobacterales; antimicrobial resistance; microbiota; nutria; river
10.1038/s41467-022-28310-y,2022,N/A
10.1371/journal.pcbi.1006636,2018,N/A
10.1016/j.jtbi.2008.04.011,2008,N/A
10.1016/j.jtbi.2007.09.008,2007,N/A
10.1086/314267,2000,N/A
10.1086/313752,2000,N/A
10.1128/AAC.00087-07,2007,N/A
10.7717/peerj.11841,2021,Citizen science; Community science; DNA barcoding; Insects
10.7717/peerj.1582,2016,Arthropod; Entomology; Houses; Indoor biome; Urban entomology
10.1186/s12983-024-00530-6,2024,Canis lupus; Lynx lynx; Dietary analysis; Metabarcoding; Non-invasive samples; Scats
10.1002/ece3.8991,2022,biomonitoring; eukaryotes; genome completeness; genome size; invertebrates; shotgun metagenomics; species composition; taxonomic bias
10.1002/ece3.11617,2024,DNA metabarcoding; Himalayan Bluetail; dietary habit; elevational adaptation; elevational migration; intestinal microbiota
10.1186/s40168-020-0783-6,2020,Altitudinal gradient; Ectothermic vertebrate; Fecal microbiota; High-mountain ecosystem; Intestinal microbiota; Microbiome; Mycobiome
10.1002/ece3.10640,2023,DNA metabarcoding; nutrition; pollen; wild bees
10.3390/toxins16060263,2024,harmful algal blooms; metagenomics; microbiology; microcystin; next-generation sequencing
10.3390/microorganisms11040851,2023,Great Lakes; cyanobacteria; cyanobacteria lysis; cyanotoxins; harmful algal blooms; microcystin; molecular methods
10.1073/pnas.1524915113,2016,(p)ppGpp; Synechococcus; cyanobacteria; hibernation promoting factor; stringent response
10.3390/insects12020129,2021,Aedes aegypti; Culex quinquefasciatus; bird; high-throughput sequencing; iDNA; mammal; metabarcoding; species diversity; vector-borne diseases
10.1093/jme/tjz037,2019,Aedes aegypti; Culex; Grenada; bloodmeal analysis
10.1673/031.010.0101,2010,N/A
10.1007/s00572-021-01058-x,2022,Agricultural practices; Arbuscular mycorrhizal fungi; Biodiversity; Cassava; Next-generation sequencing; Soil chemical properties
10.1371/journal.pone.0075229,2013,N/A
10.1371/journal.pone.0008562,2010,N/A
10.1371/journal.pone.0300381,2024,N/A
10.7554/eLife.61504,2021,bacterial monitoring; computational biology; ecology; environmental metagenomics; freshwater ecology; infectious disease; microbiology; nanopore sequencing; portable dna analysis
10.1038/s41598-020-59771-0,2020,N/A
10.1186/s40168-018-0405-8,2018,16S rRNA gene sequencing; Indoor microbial exposure; Infant exposure; Particle resuspension; qPCR
10.1111/1758-2229.12684,2019,N/A
10.1038/nature14447,2015,N/A
10.1038/ismej.2014.6,2014,N/A
10.1016/j.tim.2013.06.003,2013,N/A
10.1128/spectrum.04169-22,2023,ASV; SCS; South China Sea; amplicon sequence variants; harmful algal blooms; metabarcoding analysis; seamounts
10.1038/ncomms8608,2015,N/A
10.1038/s41598-019-46485-1,2019,N/A
10.1002/yea.3310,2018,agriculture; biogeography; biotechnology; endemism; forest; taxonomy; traits
10.1186/s13568-014-0024-0,2014,Cryptococcus podzolicus; Microbial lipid production; Oleaginous yeasts; Pichia segobiensis; Screening; Trichosporon porosum
10.1371/journal.pone.0034099,2012,N/A
10.1073/pnas.0908848106,2009,N/A
10.7717/peerj.14567,2022,Archaea; Deadwood; Illumina sequencing; Methanobacteria; Primer
10.1128/aem.02113-21,2022,built environment; daycare center; dust; fungi; indoor air; mycobiome
10.1101/cshperspect.a019802,2014,N/A
10.1371/journal.pone.0159043,2016,N/A
10.1128/MMBR.00001-15,2015,N/A
10.1093/bioinformatics/btn358,2008,N/A
10.1038/ismej.2015.116,2016,N/A
10.1099/mgen.0.000730,2021,microbiome; sylvatic cycle; tick; tick-borne diseases; wildlife
10.1186/s13071-019-3700-8,2019,Anaplasma phagocytophilum; Borrelia burgdorferi (s.l.); Borrelia miyamotoi; Ixodes ricinus; Lyme borreliosis; Neoehrlichia mikurensis; Transmission dynamics; Vector-borne disease
10.1186/s13071-018-3057-4,2018,Capreolus capreolus; Cervus elaphus; Climate change; Hare; Ixodes ricinus; Lepus; Red deer; Roe deer; TBE virus; Tick-borne encephalitis
10.1186/1756-3305-7-11,2014,N/A
10.1038/415710a,2002,N/A
10.1016/s0065-308x(00)47005-3,2000,N/A
10.3201/eid0603.000301,2000,N/A
10.3390/microorganisms11061440,2023,16S rRNA; bacterial communities; houseflies; resistance genes
10.1371/journal.pone.0169753,2017,N/A
10.1038/s42003-020-01562-4,2021,N/A
10.1371/journal.pone.0207988,2019,N/A
10.1371/journal.pone.0086610,2014,N/A
10.1128/AEM.67.9.4215-4224.2001,2001,N/A
10.1038/s41598-020-69497-8,2020,N/A
10.3347/kjp.2014.52.5.569,2014,Ascaris lumbricoides; Baekje Kingdom; Clonorchis sinensis; Trichuris trichiura; V-shaped pit; helminth egg; paleoparasitology
10.1098/rspb.2007.0877,2007,N/A
10.1016/j.meegid.2006.07.003,2007,N/A
10.1186/s40168-017-0255-9,2017,Archaea; Bacteria; Beta-diversity; Community; DNA metabarcoding; Eukaryota; Freshwater; Lake; Sediment; Turnover
10.1038/s41598-018-29039-9,2018,N/A
10.1038/ismej.2016.18,2016,N/A
10.1038/ismej.2014.11,2014,N/A
10.1016/j.tim.2012.06.003,2012,N/A
10.7717/peerj.15959,2023,Collembola; Mesostigmata; Oribatida; Precipitation; Trophic guild; Windstorm
10.1128/mSphere.00043-19,2019,16S rRNA gene; bacteria; community succession; metabarcoding; saltwater aquarium; water chemistry
10.1038/ismej.2016.198,2017,N/A
10.3389/fmicb.2015.00123,2015,Alphaproteobacteria; Cephalopoda; Euprymna scolopes; Roseobacter clade; genomics; symbiosis
10.1038/ismej.2013.248,2014,N/A
10.1038/s41598-018-27509-8,2018,N/A
10.1002/mbo3.1320,2022,16S rRNA; anthropogenic effects; bacterial community analysis; biotic interactions; generalized linear latent variable model
10.1007/s10393-022-01621-8,2022,Disease vector; disease emergence; disease risk; nonhuman primates
10.1007/s10393-010-0284-3,2009,N/A
10.1126/science.1126531,2006,N/A
10.1038/s41396-019-0394-z,2019,N/A
10.1111/j.1476-5381.1986.tb10225.x,1986,N/A
10.1186/s40168-020-00835-8,2020,Assemblages; Giant clams; Microbiome; Microbiotype; Symbiodiniaceae
10.1111/2041-210X.12416,2015,Hymenoptera; agri‐environment schemes; biodiversity and ecosystem services; farmland biodiversity; genome skimming; metabarcoding; metagenomics; mitogenomes; neonicotinoids; pollination
10.1038/srep16738,2015,N/A
10.1371/journal.pone.0067065,2013,N/A
10.1073/pnas.1118438109,2012,N/A
10.1186/s12866-024-03362-w,2024,Curing process; Endophytic bacteria; Microbial transmission; Substrate; Vanilla accession
10.1016/j.heliyon.2019.e01157,2019,Food science; Food technology
10.1007/s13197-015-2132-5,2016,Chocolate; Cocoa fermentation; GC/MS; PCR-DGGE; Temporal dominance of sensations
10.1038/s41598-023-35537-2,2023,N/A
10.1111/j.1365-294X.2010.04932.x,2011,N/A
10.3390/plants13020221,2024,genetic diversity; medicinal plants; microbial communities; population structure
10.1186/s40168-020-00915-9,2020,Common garden; Evolution; Genetic variation; Mutualism; Nodule microbiome
10.1007/s11103-015-0417-8,2016,Microbial communication; Microbiome; Plant root; Rhizosphere; Soil
10.3390/biology10111120,2021,Costa Rica; ITS; Pacific wet forest; biodiversity; forest communities; impact of disturbance; succession dynamics; tropical ecology
10.1038/ismej.2013.253,2014,N/A
10.3897/mycokeys.96.102669,2023,Dark taxa; ICN; nomenclature; species description; taxonomy; type principle
10.1111/gcb.16398,2022,biodiversity; biogeography; climate change; conservation priorities; global change vulnerability; global maps; mycorrhizal fungi; pathogens; saprotrophs
10.1073/pnas.1812505115,2018,climate; deforestation; extractive industry; infrastructure; rights
10.1371/journal.pone.0129460,2015,N/A
10.1098/rspb.2010.1713,2011,N/A
10.1371/journal.pone.0004279,2009,N/A
10.1073/pnas.0802471105,2008,N/A
10.1371/journal.pone.0226547,2019,N/A
10.1371/journal.pone.0222047,2019,N/A
10.1093/condor/duaa009,2020,agroecology; agroecología; biological control; cascada trófica; control biológico; corn; escatología molecular; maíz; molecular scatology; soja; soybeans; trophic cascade
10.1038/s41598-019-47701-8,2019,N/A
10.1038/s41598-018-37629-w,2019,N/A
10.1038/s41598-022-16385-y,2022,N/A
10.1073/pnas.1305853111,2014,alternative states; ecosystem flips; fisheries collapse; ocean fisheries
10.1002/ece3.7460,2021,Blue Catfish; at‐risk species; diet; flow rate; high‐throughput sequencing; metabarcoding
10.1371/journal.pone.0208694,2019,N/A
10.1098/rspb.2003.2371,2003,N/A
10.1007/BF00396118,1969,N/A
10.1038/s42003-023-05237-8,2023,N/A
10.1093/nar/gkt1209,2014,N/A
10.1093/nar/gkt1111,2014,N/A
10.1371/journal.pone.0218245,2019,N/A
10.1007/s00572-023-01111-x,2023,FRE; Fine root endophyte; MFRE; Mycorrhiza; Phosphorus-limited soils; Soil age
10.1111/nph.13024,2015,Endogone; Haplomitriopsida; Haplomitrium gibbsiae; Mucoromycotina; Treubia lacunosa; carbon dioxide; liverwort; mycorrhiza
10.1093/aob/mcs017,2012,N/A
10.1093/aob/mcw145,2016,Zea mays (maize); Bubble removal; X-ray micro-imaging; embolism repair; water refilling; xylem vessel
10.1093/aob/mcs128,2012,N/A
10.1038/s41559-022-01838-4,2022,N/A
10.1371/journal.pone.0278070,2022,N/A
10.1007/s00442-011-1936-x,2011,N/A
10.1073/pnas.0704103105,2008,N/A
10.1186/s42523-023-00235-x,2023,Feralization; Gut microbiota; Reprogramming; Sus scrofa
10.1038/s41598-017-02995-4,2017,N/A
10.1126/science.1110591,2005,N/A
10.7717/peerj.17421,2024,Acropora pulchra; Bacterial diversity; Guam; Microbiome; Reef flat
10.1186/s40168-019-0776-5,2020,16S rRNA gene profiling; Climate change; Coral acclimatization; Future Oceans; Holobiont; Microbial community; Symbiodiniaceae
10.1038/s41598-017-02685-1,2017,N/A
10.1038/ismej.2015.229,2016,N/A
10.1371/journal.pone.0208493,2018,N/A
