DOI,Year,Keywords,MeSH Terms,Major Topics,Subheadings,Journal Abbreviation,Affiliation,Country,Grants,Authors,Publisher
10.1038/srep19639,2016,N/A,"Australia; Bacteria; Biodiversity; Ecosystem; Fires; Forests; Phylogeny; Rna, Ribosomal, 16S; Soil; Soil Microbiology",Biodiversity; Ecosystem; Fires; Forests; Soil Microbiology,Classification; Genetics; Genetics; Chemistry,Sci Rep,N/A,England,N/A,Ju-pei Shen; C R Chen; Tom Lewis,N/A
10.1038/ismej.2008.127,2009,N/A,"Bacteria; Biodiversity; Cluster Analysis; Hydrogen-Ion Concentration; Molecular Sequence Data; Phylogeny; Sequence Analysis, Dna; Sequence Homology; Soil; Soil Microbiology",Biodiversity; Soil Microbiology,Classification; Genetics; Isolation & Purification; Methods; Analysis,ISME J,N/A,England,T32 GM065103; T32GM065103,Ryan T Jones; Michael S Robeson; Christian L Lauber; Micah Hamady; Rob Knight; Noah Fierer,N/A
10.1007/s00442-021-05047-x,2021,Automated radio telemetry; Benthic invertebrates; DNA metabarcoding; Plasma metabolites; Standardised Precipitation-Evapotranspiration Index—SPEI,Animal Migration; Animals; Droughts; Ecology; Invertebrates; Wetlands,Animal Migration; Wetlands,N/A,Oecologia,N/A,Germany,16-19-Nol; #F14AP00405; #F17AP00668,Alexandra M Anderson; Christian Friis; Cheri L Gratto-Trevor; Christopher M Harris; Oliver P Love; R I Guy Morrison; Sean W J Prosser; Erica Nol; Paul A Smith,N/A
10.1073/pnas.0704350104,2007,N/A,Disasters; Ecology; Stochastic Processes,Disasters,N/A,Proc Natl Acad Sci U S A,N/A,United States,N/A,Jonathan M Chase,N/A
10.1093/aje/kwq223,2010,N/A,"Benchmarking; Computer Simulation; Diagnosis-Related Groups; Humans; Models, Statistical; Risk Factors","Models, Statistical",Statistics & Numerical Data; Statistics & Numerical Data,Am J Epidemiol,N/A,United States,R01 NS042691; NS 42691,Yvonne Vergouwe; Karel G M Moons; Ewout W Steyerberg,N/A
10.1093/aje/kwq037,2010,N/A,"Cause Of Death; Cohort Studies; Communicable Diseases; Denmark; Diseases In Twins; Environment; Female; Genetic Predisposition To Disease; Humans; Male; Registries; Twins, Dizygotic; Twins, Monozygotic",Cause Of Death,Genetics; Mortality; Epidemiology; Genetics; Mortality; Genetics; Genetics; Genetics,Am J Epidemiol,N/A,United States,P01 AG008761; P01 AG08761,Niels Obel; Kaare Christensen; Inge Petersen; Thorkild I A Sørensen; Axel Skytthe,N/A
10.1093/aje/kwq075,2010,N/A,"Adolescent; Adult; Age Factors; Aged; Alleles; Asthma; Brain Neoplasms; Case-Control Studies; Chi-Square Distribution; Confidence Intervals; Eczema; Female; Genome-Wide Association Study; Genotype; Glioma; Humans; Hypersensitivity; Likelihood Functions; Male; Middle Aged; Odds Ratio; Polymorphism, Single Nucleotide; Rhinitis, Allergic, Seasonal; Risk Factors; Sex Factors; United Kingdom; Young Adult",N/A,Genetics; Genetics; Immunology; Genetics; Genetics; Immunology; Genetics; Genetics; Genetics; Epidemiology,Am J Epidemiol,N/A,United States,C1298/A8362,Minouk J Schoemaker; Lindsay Robertson; Annette Wigertz; Michael E Jones; Fay J Hosking; Maria Feychting; Stefan Lönn; Patricia A McKinney; Sarah J Hepworth; Kenneth R Muir; Anssi Auvinen; Tiina Salminen; Anne Kiuru; Christoffer Johansen; Richard S Houlston; Anthony J Swerdlow,N/A
10.1371/journal.pone.0269938,2022,N/A,Animals; Diet; Ecosystem; Geese; Invertebrates; Tundra,Geese; Invertebrates,Veterinary,PLoS One,N/A,United States,N/A,Scott A Flemming; Paul A Smith; Lisa V Kennedy; Alexandra M Anderson; Erica Nol,N/A
10.1007/s13280-019-01308-5,2020,Arctic; Birds; Demography; Monitoring; Population trend; Tundra,Animals; Arctic Regions; Birds; Climate Change; Reproduction; Tundra,Birds; Tundra,N/A,Ambio,N/A,Sweden,N/A,Paul A Smith; Laura McKinnon; Hans Meltofte; Richard B Lanctot; Anthony D Fox; James O Leafloor; Mikhail Soloviev; Alastair Franke; Knud Falk; Mikhail Golovatin; Vasiliy Sokolov; Aleksandr Sokolov; Adam C Smith,N/A
10.1002/ece3.3517,2017,arctic; phenological advancement; phenological mismatch; phenotypic plasticity; shorebirds; trophic mismatch,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Sarah T Saalfeld; Richard B Lanctot,N/A
10.1002/ece3.2361,2016,Bird migration; Calidris alba; chick growth; climate change; nest survival; phenology; timing; trophic interactions; trophic mismatch,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Jeroen Reneerkens; Niels Martin Schmidt; Olivier Gilg; Jannik Hansen; Lars Holst Hansen; Jérôme Moreau; Theunis Piersma,N/A
10.1073/pnas.212251999,2002,N/A,"Animals; Female; Greenhouse Effect; Male; Models, Biological; North America; Reproduction; Seasons; Songbirds; Time Factors",Greenhouse Effect,Physiology,Proc Natl Acad Sci U S A,N/A,United States,N/A,David W Winkler; Peter O Dunn; Charles E McCulloch,N/A
10.3390/microorganisms9030549,2021,climate change; co-occurrence networks; lake ecosystem; protist plankton communities,N/A,N/A,N/A,Microorganisms,N/A,Switzerland,SNF 31003A-182489 and SNF 310030E-160603; STO 414/13-1; I2238-B25; I 2238; to DomFor,Dominik Forster; Zhishuai Qu; Gianna Pitsch; Estelle P Bruni; Barbara Kammerlander; Thomas Pröschold; Bettina Sonntag; Thomas Posch; Thorsten Stoeck,N/A
10.1038/s41564-021-00888-x,2021,N/A,"Animals; Dna, Fungal; Environmental Microbiology; Fungi; Humans; Mycoses; Plant Diseases; Sequence Analysis, Dna; Terminology As Topic",N/A,Genetics; Classification; Genetics; Isolation & Purification; Microbiology; Microbiology,Nat Microbiol,N/A,England,Z99 LM999999,Robert Lücking; M Catherine Aime; Barbara Robbertse; Andrew N Miller; Takayuki Aoki; Hiran A Ariyawansa; Gianluigi Cardinali; Pedro W Crous; Irina S Druzhinina; David M Geiser; David L Hawksworth; Kevin D Hyde; Laszlo Irinyi; Rajesh Jeewon; Peter R Johnston; Paul M Kirk; Elaine Malosso; Tom W May; Wieland Meyer; Henrik R Nilsson; Maarja Öpik; Vincent Robert; Marc Stadler; Marco Thines; Duong Vu; Andrey M Yurkov; Ning Zhang; Conrad L Schoch,N/A
10.1371/journal.pbio.3000106,2019,N/A,"Archaea; Bacteria; Biodiversity; Databases, Genetic; Earth, Planet; Phylogeny; Prokaryotic Cells; Rna, Ribosomal, 16S","Biodiversity; Earth, Planet",Genetics; Genetics; Metabolism; Genetics,PLoS Biol,N/A,United States,N/A,Stilianos Louca; Florent Mazel; Michael Doebeli; Laura Wegener Parfrey,N/A
10.1111/j.1365-294X.2012.05552.x,2012,N/A,"Animals; Bacteria; Fishes; Gastrointestinal Tract; Metagenome; Molecular Sequence Data; Phylogeny; Rna, Ribosomal, 16S; Sequence Analysis, Dna; Symbiosis",Metagenome,Classification; Genetics; Microbiology; Microbiology; Genetics,Mol Ecol,N/A,England,N/A,Karen E Sullam; Steven D Essinger; Catherine A Lozupone; Michael P O'Connor; Gail L Rosen; Rob Knight; Susan S Kilham; Jacob A Russell,N/A
10.3390/jof9111095,2023,Antarctica; Arctic; extreme environments; fungal community; fungal diversity; fungal ecology; next generation sequencing; polar lakes,N/A,N/A,N/A,J Fungi (Basel),N/A,Switzerland,PNRA18_00194,Alessia Marchetta; Maria Papale; Alessandro Ciro Rappazzo; Carmen Rizzo; Antonio Camacho; Carlos Rochera; Maurizio Azzaro; Clara Urzì; Angelina Lo Giudice; Filomena De Leo,N/A
10.3390/life8030031,2018,AFLP; Hortaea werneckii; epidemiology; haplotype networks; multilocus sequencing,N/A,N/A,N/A,Life (Basel),N/A,Switzerland,N/A,Alessia Marchetta; Bert Gerrits van den Ende; Abdullah M S Al-Hatmi; Ferry Hagen; Polona Zalar; Montarop Sudhadham; Nina Gunde-Cimerman; Clara Urzì; Sybren de Hoog; Filomena De Leo,N/A
10.1128/JCM.41.9.4101-4106.2003,2003,N/A,Adult; Aged; Air Microbiology; Aspergillosis; Aspergillus Fumigatus; Dna Fingerprinting; Humans; Middle Aged; Water Microbiology,Air Microbiology; Water Microbiology,Microbiology; Classification; Genetics; Isolation & Purification,J Clin Microbiol,N/A,United States,N/A,Adilia Warris; Corné H W Klaassen; Jacques F G M Meis; Maaike T De Ruiter; Hanneke A De Valk; Tore G Abrahamsen; Peter Gaustad; Paul E Verweij,N/A
10.1042/bj1780521,1979,N/A,"Binding Sites; Biological Transport; Calcium; Electrophysiology; Hydrogen-Ion Concentration; Kinetics; Magnesium; Models, Chemical; Phosphates; Saccharomyces Cerevisiae; Sodium",N/A,Drug Effects; Pharmacology; Pharmacology; Metabolism; Drug Effects; Metabolism; Physiology; Metabolism,Biochem J,N/A,England,N/A,G M Roomans; G W Borst-Pauwels,N/A
10.1016/j.crpvbd.2021.100052,2021,Babesia; Haemoprotozoa; Hepatozoon; Marsupial; Theileria; Trypanosoma; Wildlife,N/A,N/A,N/A,Curr Res Parasitol Vector Borne Dis,N/A,Netherlands,N/A,Siobhon L Egan; Casey L Taylor; Jill M Austen; Peter B Banks; Amy S Northover; Liisa A Ahlstrom; Una M Ryan; Peter J Irwin; Charlotte L Oskam,N/A
10.1128/AEM.01630-16,2016,N/A,"Biota; Dna Primers; Environmental Monitoring; Fresh Water; Microalgae; Polymerase Chain Reaction; Rna, Algal; Rna, Ribosomal, 18S; Seawater; Wastewater",Biota,Analysis; Genetics; Methods; Classification; Genetics; Standards; Genetics; Genetics,Appl Environ Microbiol,N/A,United States,N/A,Ian M Bradley; Ameet J Pinto; Jeremy S Guest,N/A
10.1128/spectrum.04163-22,2023,Nanopore sequencing; boxwood health; chlorothalonil; environmental microbiology; integrated pest management; phyllosphere microbiome; propiconazole; systems approach,N/A,N/A,N/A,Microbiol Spectr,N/A,United States,N/A,Xiaoping Li; Hsien Tzer Tseng; Ginger Hemmings; Olanike Omolehin; Chad Taylor; Amanda Taylor; Ping Kong; Margery Daughtrey; Fred Gouker; Chuanxue Hong,N/A
10.1093/evlett/qrad021,2023,bacteriotherapy; coprophagia; fecal microbiota transplant; microbiome development; offspring; ostrich,N/A,N/A,N/A,Evol Lett,N/A,England,N/A,Elin Videvall; Hanna M Bensch; Anel Engelbrecht; Schalk Cloete; Charlie K Cornwallis,N/A
10.3390/ani9050268,2019,behavior; coprophagy; pig performance,N/A,N/A,N/A,Animals (Basel),N/A,Switzerland,N/A,Edgar O Aviles-Rosa; Anoosh Rakhshandeh; John J McGlone,N/A
10.1186/BF03547786,1998,N/A,"Age Factors; Anemia, Iron-Deficiency; Animals; Animals, Newborn; Animals, Suckling; Blood Chemical Analysis; Body Weight; Female; Hematologic Tests; Hemoglobins; Iron Compounds; Male; Reference Values; Serum Albumin; Swine; Swine Diseases",N/A,Blood; Pathology; Veterinary; Blood; Growth & Development; Blood; Growth & Development; Veterinary; Veterinary; Analysis; Blood; Pharmacology; Analysis; Blood; Growth & Development; Blood; Pathology,Acta Vet Scand,N/A,England,N/A,A K Egeli; T Framstad; H Morberg,N/A
10.1093/femsec/fiad046,2023,DOK trial; farmyard manure; long-term field experiment; soil microbial diversity; soil quality; stocking density,Soil; Soil Microbiology; Agriculture; Microbiota; Manure; Bacteria; Fertilization; Fertilizers,Soil; Microbiota,Chemistry; Genetics; Analysis,FEMS Microbiol Ecol,N/A,England,N/A,Martina Lori; Martin Hartmann; Dominika Kundel; Jochen Mayer; Ralf C Mueller; Paul Mäder; Hans-Martin Krause,N/A
10.1038/s41598-023-47099-4,2023,N/A,"Vegetables; Rna, Ribosomal, 16S; Bacteria; Firmicutes; Brassica; Seeds; Endophytes",Vegetables; Brassica,Microbiology; Genetics; Genetics; Genetics,Sci Rep,N/A,England,N/A,Jacquelinne J Acuña; Jingming Hu; Nitza G Inostroza; Tamara Valenzuela; Pablo Perez; Slava Epstein; Angela Sessitsch; Qian Zhang; Milko A Jorquera,N/A
10.1038/s41598-019-41160-x,2019,N/A,"Bacteria; Chile; Dna, Bacterial; Endophytes; Extreme Environments; High-Throughput Nucleotide Sequencing; Microbiota; Plant Leaves; Plant Roots; Plants; Rna, Ribosomal, 16S; Sequence Analysis, Dna; Soil Microbiology",Extreme Environments,Isolation & Purification; Isolation & Purification; Isolation & Purification; Physiology; Physiology; Microbiology; Microbiology; Microbiology; Genetics,Sci Rep,N/A,England,N/A,Qian Zhang; Jacquelinne J Acuña; Nitza G Inostroza; María Luz Mora; Sergio Radic; Michael J Sadowsky; Milko A Jorquera,N/A
10.1128/MMBR.00050-14,2015,N/A,"Animals; Endophytes; Evolution, Molecular; Genes, Bacterial; Genes, Fungal; Genetic Variation; Humans; Plant Development; Plant Diseases; Plants; Rna, Ribosomal, 16S; Symbiosis",N/A,Physiology; Microbiology; Metabolism; Microbiology; Genetics,Microbiol Mol Biol Rev,N/A,United States,P 24569; P 26203,Pablo R Hardoim; Leonard S van Overbeek; Gabriele Berg; Anna Maria Pirttilä; Stéphane Compant; Andrea Campisano; Matthias Döring; Angela Sessitsch,N/A
10.1128/MMBR.00054-12,2013,N/A,"Amino Acid Sequence; Anti-Bacterial Agents; Bacterial Proteins; Gene Expression Regulation, Bacterial; Humans; Molecular Sequence Data; Multigene Family; Signal Transduction; Streptomyces; Streptomyces Coelicolor","Gene Expression Regulation, Bacterial; Signal Transduction",Biosynthesis; Chemistry; Genetics; Metabolism; Classification; Genetics; Metabolism; Genetics; Metabolism,Microbiol Mol Biol Rev,N/A,United States,N/A,Gang Liu; Keith F Chater; Govind Chandra; Guoqing Niu; Huarong Tan,N/A
10.1371/journal.pone.0281081,2023,N/A,Animals; Arthropods; Ecosystem; Songbirds; Ants; Biomass; Lepidoptera,Arthropods; Songbirds; Ants; Lepidoptera,N/A,PLoS One,N/A,United States,N/A,Cee S Nell; Riley Pratt; Jutta Burger; Kristine L Preston; Kathleen K Treseder; Dana Kamada; Karly Moore; Kailen A Mooney,N/A
10.1038/s41396-021-01054-1,2022,N/A,"Animals; Anthozoa; Nitrogen; Nitrogen Fixation; Nutrients; Rna, Ribosomal, 16S",Anthozoa,Physiology; Genetics,ISME J,N/A,England,N/A,Molly A Moynihan; Nathalie F Goodkin; Kyle M Morgan; Phyllis Y Y Kho; Adriana Lopes Dos Santos; Federico M Lauro; David M Baker; Patrick Martin,N/A
10.1038/s41467-024-50873-1,2024,N/A,"Biodiversity; Rivers; Animals; Fungi; Geologic Sediments; Bacteria; Invertebrates; Dna Barcoding, Taxonomic; Plants; Archaea",Biodiversity; Rivers,Microbiology; Classification; Genetics; Microbiology; Classification; Genetics; Classification; Classification; Classification; Genetics,Nat Commun,N/A,England,869226 (DRYvER),Arnaud Foulquier; Thibault Datry; Roland Corti; Daniel von Schiller; Klement Tockner; Rachel Stubbington; Mark O Gessner; Frédéric Boyer; Marc Ohlmann; Wilfried Thuiller; Delphine Rioux; Christian Miquel; Ricardo Albariño; Daniel C Allen; Florian Altermatt; Maria Isabel Arce; Shai Arnon; Damien Banas; Andy Banegas-Medina; Erin Beller; Melanie L Blanchette; Joanna Blessing; Iola Gonçalves Boëchat; Kate Boersma; Michael Bogan; Núria Bonada; Nick Bond; Katherine Brintrup; Andreas Bruder; Ryan Burrows; Tommaso Cancellario; Cristina Canhoto; Stephanie Carlson; Núria Cid; Julien Cornut; Michael Danger; Bianca de Freitas Terra; Anna Maria De Girolamo; Rubén Del Campo; Verónica Díaz Villanueva; Fiona Dyer; Arturo Elosegi; Catherine Febria; Ricardo Figueroa Jara; Brian Four; Sarig Gafny; Rosa Gómez; Lluís Gómez-Gener; Simone Guareschi; Björn Gücker; Jason Hwan; J Iwan Jones; Patrick S Kubheka; Alex Laini; Simone Daniela Langhans; Bertrand Launay; Guillaume Le Goff; Catherine Leigh; Chelsea Little; Stefan Lorenz; Jonathan Marshall; Eduardo J Martin Sanz; Angus McIntosh; Clara Mendoza-Lera; Elisabeth I Meyer; Marko Miliša; Musa C Mlambo; Manuela Morais; Nabor Moya; Peter Negus; Dev Niyogi; Iluminada Pagán; Athina Papatheodoulou; Giuseppe Pappagallo; Isabel Pardo; Petr Pařil; Steffen U Pauls; Marek Polášek; Pablo Rodríguez-Lozano; Robert J Rolls; Maria Mar Sánchez-Montoya; Ana Savić; Oleksandra Shumilova; Kandikere R Sridhar; Alisha Steward; Amina Taleb; Avi Uzan; Yefrin Valladares; Ross Vander Vorste; Nathan J Waltham; Dominik H Zak; Annamaria Zoppini,N/A
10.1126/sciadv.adk3032,2024,N/A,"Arctic Regions; Climate; Dna, Ancient; Ecosystem; Norway","Dna, Ancient; Ecosystem",N/A,Sci Adv,N/A,United States,N/A,Aurélie Boilard; Samuel J Walker; Trond Klungseth Lødøen; Mona Henriksen; Liselotte M Takken Beijersbergen; Bastiaan Star; Marius Robu; Christine Tøssebro; Cornelia Marie Albrektsen; Yvonne Soleng; Sverre Aksnes; Roger Jørgensen; Anne Karin Hufthammer; Thijs van Kolfschoten; Stein-Erik Lauritzen; Sanne Boessenkool,N/A
10.1126/sciadv.abo7434,2022,N/A,N/A,N/A,N/A,Sci Adv,N/A,United States,N/A,Inger Greve Alsos; Dilli Prasad Rijal; Dorothee Ehrich; Dirk Nikolaus Karger; Nigel Gilles Yoccoz; Peter D Heintzman; Antony G Brown; Youri Lammers; Loïc Pellissier; Torbjørn Alm; Kari Anne Bråthen; Eric Coissac; Marie Kristine Føreid Merkel; Adriana Alberti; France Denoeud; Jostein Bakke,N/A
10.1038/s41467-017-02421-3,2018,N/A,"Biological Evolution; Carbon Cycle; Carbon Dioxide; Climate; Dna, Ancient; Ecosystem; Environment; History, Ancient; Mycorrhizae; Nitrogen; Nitrogen Fixation; Plants; Pollination; Radiometric Dating; Symbiosis",Biological Evolution; Symbiosis,Physiology; Chemistry; Metabolism; Analysis; Classification; Genetics; Chemistry; Metabolism; Physiology; Classification; Genetics; Physiology,Nat Commun,N/A,England,N/A,Martin Zobel; John Davison; Mary E Edwards; Christian Brochmann; Eric Coissac; Pierre Taberlet; Eske Willerslev; Mari Moora,N/A
10.1073/pnas.1502545112,2016,browsers; ecosystem functions; herbivore diversity; landscape structure; megaherbivore,"Animal Distribution; Animals; Behavior, Animal; Biodiversity; Body Size; Carbon Cycle; Ecosystem; Elephants; Extinction, Biological; Forecasting; Forests; Herbivory; History, Ancient; Mammals; Mastodons; Models, Biological; Paleontology; Plant Dispersal; Predatory Behavior; Trees","Ecosystem; Extinction, Biological; Herbivory; Paleontology; Trees",Physiology; Physiology,Proc Natl Acad Sci U S A,N/A,United States,310886,Elisabeth S Bakker; Jacquelyn L Gill; Christopher N Johnson; Frans W M Vera; Christopher J Sandom; Gregory P Asner; Jens-Christian Svenning,N/A
10.1128/mSystems.00957-21,2022,Fagus sylvatica; ammonium; fungi; metatranscriptome; mycorrhiza; nitrate; nitrogen stress; symbiosis,Mycorrhizae; Plant Roots; Nitrates; Soil; Forests; Trees; Plants; Ammonium Compounds,Mycorrhizae; Ammonium Compounds,Genetics; Metabolism; Metabolism; Metabolism; Metabolism,mSystems,N/A,United States,N/A,Carmen Alicia Rivera Pérez; Dennis Janz; Dominik Schneider; Rolf Daniel; Andrea Polle,N/A
10.1371/journal.pone.0158823,2016,N/A,Ammonia; Climate; Climate Change; Computer Simulation; Droughts; Europe; Fagus; Forests; Hot Temperature; Mycorrhizae; Nitrogen; Nitrogen Cycle; Oxidation-Reduction; Oxidoreductases; Soil; Trees,Climate Change,Metabolism; Metabolism; Growth & Development; Metabolism; Physiology; Genetics; Chemistry; Metabolism,PLoS One,N/A,United States,N/A,Michael Dannenmann; Carolin Bimüller; Silvia Gschwendtner; Martin Leberecht; Javier Tejedor; Silvija Bilela; Rainer Gasche; Marc Hanewinkel; Andri Baltensweiler; Ingrid Kögel-Knabner; Andrea Polle; Michael Schloter; Judy Simon; Heinz Rennenberg,N/A
10.1128/AEM.01703-09,2010,N/A,"Biodiversity; Carbon; Dna, Fungal; Dna, Ribosomal Spacer; Fagus; Fungi; Molecular Sequence Data; Mycorrhizae; Phylogeny; Plant Roots; Sequence Analysis, Dna; Trees",Biodiversity,Metabolism; Chemistry; Genetics; Chemistry; Genetics; Microbiology; Classification; Genetics; Isolation & Purification; Classification; Genetics; Isolation & Purification; Microbiology,Appl Environ Microbiol,N/A,United States,N/A,Rodica Pena; Christine Offermann; Judy Simon; Pascale Sarah Naumann; Arthur Gessler; Jutta Holst; Michael Dannenmann; Helmut Mayer; Ingrid Kögel-Knabner; Heinz Rennenberg; Andrea Polle,N/A
10.3390/microorganisms10122493,2022,competitive exclusion; environmental filtering; eukaryotes; freshwater; karst; phagotrophic,N/A,N/A,N/A,Microorganisms,N/A,Switzerland,KK.01.1.1.01.0003; KK.01.2.1.02.0335; 106-F19-00015; FEMS-GO-2018-127; KK.01.1.1.01,Vesna Gulin Beljak; Antonija Kulaš; Guillaume Lentendu; Barbara Vlaičević; Marija Gligora Udovič; Mirela Sertić Perić; Fran Rebrina; Petar Žutinić; Sandi Orlić; Renata Matoničkin Kepčija,N/A
10.1111/1755-0998.13592,2023,psbO; 18S rRNA; Tara Oceans; metabarcoding; metagenomics; metatranscriptomics; photosynthesis; phytoplankton,"Phytoplankton; Metagenome; Ecosystem; Dna Copy Number Variations; Oceans And Seas; Rna, Ribosomal, 16S; Eukaryota",Phytoplankton; Metagenome,Genetics; Genetics; Genetics,Mol Ecol Resour,N/A,England,ANR-1253 11-IDEX-0001-02; 835067; ANR-10-LABX-54; ANR-11-BTBR-0008; ANR-10-INBS-09,Juan José Pierella Karlusich; Eric Pelletier; Lucie Zinger; Fabien Lombard; Adriana Zingone; Sébastien Colin; Josep M Gasol; Richard G Dorrell; Nicolas Henry; Eleonora Scalco; Silvia G Acinas; Patrick Wincker; Colomban de Vargas; Chris Bowler,N/A
10.1073/pnas.1902538116,2019,cyanobacteria; dinoflagellate; metagenomics; single-cell genomics; symbiosis,"Base Sequence; Cyanobacteria; Dna Barcoding, Taxonomic; Dinoflagellida; Genome, Bacterial; Genomics; Geography; Likelihood Functions; Metagenomics; Phylogeny; Single-Cell Analysis; Symbiosis",Geography; Phylogeny,Genetics; Isolation & Purification; Microbiology; Methods; Methods; Genetics,Proc Natl Acad Sci U S A,N/A,United States,N/A,Takuro Nakayama; Mami Nomura; Yoshihito Takano; Goro Tanifuji; Kogiku Shiba; Kazuo Inaba; Yuji Inagaki; Masakado Kawata,N/A
10.1128/spectrum.04793-22,2023,Acinetobacter; Methylobacterium; Polynucleobacter; bacterioplankton; carbon cycle; dissolved organic carbon; dissolved organic matter; humic acids; microbiome,"Water; Dissolved Organic Matter; Rna, Ribosomal, 16S; Aquatic Organisms; Carbon",Water; Dissolved Organic Matter,Genetics; Analysis,Microbiol Spectr,N/A,United States,N/A,François-Étienne Sylvain; Sidki Bouslama; Aleicia Holland; Nicolas Leroux; Pierre-Luc Mercier; Adalberto Luis Val; Nicolas Derome,N/A
10.1002/ece3.8293,2021,diet dissimilarity; multi‐proxy diet analysis; prey preference; small pelagic fish; trophic interactions; trophic niche width,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Eneko Bachiller; Joan Giménez; Marta Albo-Puigserver; Maria Grazia Pennino; Neus Marí-Mena; Antonio Esteban; Elena Lloret-Lloret; José María Bellido; Marta Coll,N/A
10.1038/s41598-020-74602-y,2020,N/A,"Animals; Dna Barcoding, Taxonomic; Diet; Ecosystem; Fishes; Gastrointestinal Contents; Mediterranean Sea; Predatory Behavior; Seafood; Seasons","Dna Barcoding, Taxonomic; Diet",Genetics; Physiology,Sci Rep,N/A,England,N/A,Eneko Bachiller; Marta Albo-Puigserver; Joan Giménez; Maria Grazia Pennino; Neus Marí-Mena; Antonio Esteban; Elena Lloret-Lloret; Angelique Jadaud; Belén Carro; José María Bellido; Marta Coll,N/A
10.1111/mec.16448,2022,aspen; assembly history; dead wood; insects; latent fungi; secondary metabolites; wood decay fungi,Animals; Fungi; Invertebrates; Mycobiome; Trees; Wood,Mycobiome; Wood,Genetics; Microbiology,Mol Ecol,N/A,England,N/A,Lisa Fagerli Lunde; Rannveig Jacobsen; Håvard Kauserud; Lynne Boddy; Line Nybakken; Anne Sverdrup-Thygeson; Tone Birkemoe,N/A
10.7554/eLife.84190,2023,bioacoustics; biologging; ecology; foraging behavior; high risk-high gain strategy; prey profitability; prey switching,Animals; Chiroptera; Echolocation; Insecta; Predatory Behavior,Chiroptera; Echolocation,N/A,Elife,N/A,England,N/A,Laura Stidsholt; Antoniya Hubancheva; Stefan Greif; Holger R Goerlitz; Mark Johnson; Yossi Yovel; Peter T Madsen,N/A
10.1371/journal.pone.0155497,2016,N/A,"Animals; Arthropods; Biodiversity; Cluster Analysis; Cytochromes C; Dna Barcoding, Taxonomic; Databases, Nucleic Acid; Germany; High-Throughput Nucleotide Sequencing; Insecta; Workflow","Dna Barcoding, Taxonomic; High-Throughput Nucleotide Sequencing",Classification; Genetics; Genetics; Methods; Classification; Genetics,PLoS One,N/A,United States,N/A,Jérôme Morinière; Bruno Cancian de Araujo; Athena Wai Lam; Axel Hausmann; Michael Balke; Stefan Schmidt; Lars Hendrich; Dieter Doczkal; Berthold Fartmann; Samuel Arvidsson; Gerhard Haszprunar,N/A
10.1002/ece3.7434,2021,16S rRNA; BEF‐China; Bacteria; Lepidoptera; Microbial ecology; herbivore‐associated microbiome; leaf characteristics,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Yi Li; Douglas Chesters; Ming-Qiang Wang; Tesfaye Wubet; Andreas Schuldt; Perttu Anttonen; Peng-Fei Guo; Jing-Ting Chen; Qing-Song Zhou; Nai-Li Zhang; Ke-Ping Ma; Helge Bruelheide; Chun-Sheng Wu; Chao-Dong Zhu,N/A
10.1371/journal.pone.0056329,2013,N/A,Arabidopsis; Bacteria; Ecosystem; Endophytes; Plant Leaves; Plant Roots; Sequence Analysis,N/A,Microbiology; Genetics; Isolation & Purification; Genetics; Isolation & Purification; Microbiology; Microbiology,PLoS One,N/A,United States,R01 GM057994; GM057994,Natacha Bodenhausen; Matthew W Horton; Joy Bergelson,N/A
10.7554/eLife.78129,2022,ecology; genetics; genomics; metabarcoding; metagenomics; microbial oceanography; plankton biogeography,Ecosystem; Genomics; Geography; Oceans And Seas; Plankton,Ecosystem; Plankton,Genetics,Elife,N/A,England,N/A,Daniel J Richter; Romain Watteaux; Thomas Vannier; Jade Leconte; Paul Frémont; Gabriel Reygondeau; Nicolas Maillet; Nicolas Henry; Gaëtan Benoit; Ophélie Da Silva; Tom O Delmont; Antonio Fernàndez-Guerra; Samir Suweis; Romain Narci; Cédric Berney; Damien Eveillard; Frederick Gavory; Lionel Guidi; Karine Labadie; Eric Mahieu; Julie Poulain; Sarah Romac; Simon Roux; Céline Dimier; Stefanie Kandels; Marc Picheral; Sarah Searson; Stéphane Pesant; Jean-Marc Aury; Jennifer R Brum; Claire Lemaitre; Eric Pelletier; Peer Bork; Shinichi Sunagawa; Fabien Lombard; Lee Karp-Boss; Chris Bowler; Matthew B Sullivan; Eric Karsenti; Mahendra Mariadassou; Ian Probert; Pierre Peterlongo; Patrick Wincker; Colomban de Vargas; Maurizio Ribera d'Alcalà; Daniele Iudicone; Olivier Jaillon,N/A
10.1038/ncomms11239,2016,N/A,N/A,N/A,N/A,Nat Commun,N/A,England,N/A,Bror F Jönsson; James R Watson,N/A
